Disposition,Right_ascension,Declination,Transit_epoch,orbital_period,Transit_duration,Transit_depth,Planet_radius,Insolation_flux,Equilibrium_temp,Magnitude,Stellar_temperature,Stellar_surface_ gravity,Stellar_radius,Planet_name
CP,293.73282,41.900829,2455008.021,12.58229808,6.375,119,1.53,167.41,917,11.411,5587,4.091,1.423,Kepler-449 b
CP,293.73282,41.900829,2454995.037,33.67280658,8.2267,171,1.86,45.09,661,11.411,5587,4.091,1.423,Kepler-449 c
CP,292.87289,41.06427,2455003.822,2.455240626,1.72722,36900,10.6,67.3,730,15.979,3793,4.697,0.568,Kepler-45 b
CP,295.48651,51.0135,2455009.706,28.45489091,8.1593,1420,6.08,82.7,769,11.684,6206,4.159,1.573,Kepler-450 b
CP,295.48651,51.0135,2454969.943,15.4130812,6.6358,264,2.59,187.39,944,11.684,6206,4.159,1.573,Kepler-450 c
CP,295.48651,51.0135,2454969.185,7.5143967,4.865,36.3,0.96,488.52,1199,11.684,6206,4.159,1.573,Kepler-450 d
CP,296.00369,44.277561,2455147.97,384.847556,9.969,190,1.09,0.56,220,13.426,5579,4.58,0.798,Kepler-452 b
CP,287.47852,38.22884,2455008.068,10.57375145,1.7259,299,2.07,120.25,844,11.457,5720,4.4,1.08,Kepler-454 b
CP,282.37753,44.694592,2454974.116,10.692115,4.657,408,2.71,244.47,1008,14.294,6474,4.311,1.242,Kepler-457 d
CP,297.04541,46.328701,2455139.51,572.376632,24.42,1740,5.8,1.15,264,13.955,6226,4.264,1.299,Kepler-458 b
CP,297.04541,46.328701,2454975.8,20.74028645,10.3939,1020,4.24,95.68,798,13.955,6226,4.264,1.299,Kepler-458 c
CP,289.26874,42.604172,2455019.68,33.60123371,4.4056,7430,8.46,14.22,495,15.262,5149,4.447,0.93,Kepler-46 b
CP,289.26874,42.604172,2454971.064,6.76652928,2.9004,451,1.97,120.48,845,15.262,5149,4.447,0.93,Kepler-46 d
CP,288.47485,40.65136,2454972.354,440.7843755,21.693,2580,7.23,2.14,308,13.771,6340,4.163,1.393,Kepler-460 b
CP,288.47485,40.65136,2455078.941,220.142913,19.528,1800,5.94,5.4,389,13.771,6340,4.163,1.393,Kepler-460 c
CP,292.24902,46.164822,2455008.991,8.31377304,2.964,837,2.74,145.51,886,13.704,5900,4.509,0.951,Kepler-461 b
CP,299.82117,43.81427,2454983.571,84.6877524,10.0248,348,3.37,32.96,611,11.642,6688,4.062,1.79,Kepler-462 b
CP,299.82117,43.81427,2455122.883,207.5829306,7.0686,505,4.52,9.97,453,11.642,6688,4.062,1.79,Kepler-462 c
CP,298.93704,44.85791,2454969.649,8.981014925,1.8478,1060,3.14,141.77,880,12.87,5666,4.362,0.967,Kepler-463 b
CP,294.83517,48.982361,2454967.024,7.256962446,4.9402,463,3.53,432.1,1163,12.702,5858,4.112,1.549,Kepler-464 b
CP,284.55573,46.063831,2454968.216,9.940666412,3.9092,520,2.87,233.04,996,12.663,6215,4.305,1.259,Kepler-465 b
CP,295.64871,48.49556,2455018.181,51.07926451,6.3729,737,2.75,15.17,503,12.772,5833,4.407,1.022,Kepler-466 b
CP,295.64871,48.49556,2454966.983,3.709214104,2.6302,131,1.16,500.46,1206,12.772,5833,4.407,1.022,Kepler-466 c
CP,287.36279,38.649601,2454971.682,24.99324319,5.9409,270,2.29,60.88,712,12.377,5718,4.181,1.317,Kepler-467 b
CP,288.90222,49.370491,2454984.853,38.47876629,5.04169,23500,13.26,13.01,484,13.779,5510,4.539,0.879,Kepler-468 b
CP,297.00943,50.372318,2454965.864,24.66919273,7.03515,7380,77.76,1150.61,1485,13.224,5313,2.936,9.327,Kepler-470 b
CP,299.09753,43.497589,2454966.174,5.014234733,4.589,6540,10.63,692.13,1308,13.797,6490,4.32,1.307,Kepler-471 b
CP,296.52429,39.24976,2454966.09,4.176254191,3.6716,1360,3.07,139.48,876,13.698,4957,4.594,0.776,Kepler-472 b
CP,286.6301,38.945599,2454978.095,14.55730897,7.7643,957,4.32,141,879,13.397,5774,4.159,1.412,Kepler-473 b
CP,292.3215,43.881168,2454970.416,5.660669429,4.6483,738,3.24,365.53,1115,13.494,5746,4.266,1.173,Kepler-474 b
CP,287.05173,40.211552,2454966.21,3.105507835,1.7458,905,2.68,217.91,980,13.341,4989,4.585,0.791,Kepler-475 b
CP,295.16382,43.963039,2454975.209,14.00640392,4.6919,716,3.11,100.09,807,13.837,5788,4.323,1.124,Kepler-476 b
CP,288.0676,42.35537,2454972.754,11.1199028,3.3759,636,2.08,42.07,649,13.536,5078,4.581,0.766,Kepler-477 b
CP,292.48694,46.196209,2454972.571,13.22175358,2.7884,877,2.38,39.56,640,13.938,5211,4.556,0.799,Kepler-478 b
CP,291.02185,37.769791,2454971.462,12.49340725,2.2614,716,2.2,42.08,649,13.575,5207,4.561,0.795,Kepler-479 b
CP,299.13922,40.94902,2454957.061,4.77800306,2.7361,473,1.85,177.79,932,13.04,5192,4.489,0.873,Kepler-48 b
CP,299.13922,40.94902,2454958.339,9.673958488,3.2641,953,2.63,69.42,736,13.04,5192,4.489,0.873,Kepler-48 c
CP,299.13922,40.94902,2454979.061,42.89645024,5.6897,555,2,9.54,448,13.04,5192,4.489,0.873,Kepler-48 d
CP,294.4639,49.765041,2454967.602,4.919584997,4.1988,426,2.86,702.13,1312,13.273,6236,4.246,1.378,Kepler-480 b
CP,291.90704,49.262051,2454971.967,10.06083238,4.5718,460,2.58,154.16,899,13.844,5705,4.297,1.14,Kepler-481 b
CP,296.82291,48.107552,2454977.838,56.35407916,3.4449,1040,2.59,3.63,352,13.779,4802,4.582,0.701,Kepler-482 b
CP,291.64676,41.884659,2454967.521,30.22910274,6.6751,443,3.49,76.88,755,13.432,6325,4.188,1.518,Kepler-483 b
CP,284.39429,46.249081,2454962.094,10.04556377,3.2027,671,2.19,81.61,766,13.024,5632,4.554,0.853,Kepler-484 b
CP,294.99631,50.470058,2454966.669,3.24325988,3.03318,16500,12.91,563.17,1243,14.952,5823,4.438,1.013,Kepler-485 b
CP,284.87997,49.266991,2454981.092,30.36044536,6.0134,21100,10.99,10.47,459,14.388,4939,4.541,0.765,Kepler-486 b
CP,295.28723,41.221958,2454965.385,15.35876777,4.1223,14600,10.89,45.46,662,14.991,5422,4.484,0.887,Kepler-487 b
CP,295.28723,41.221958,2454997.045,38.6520796,5.607,567,2.07,13.28,487,14.991,5422,4.484,0.887,Kepler-487 c
CP,295.28723,41.221958,2454965.506,2.418406841,2.0744,665,2.25,535.84,1226,14.991,5422,4.484,0.887,Kepler-487 d
CP,282.96616,48.34507,2454972.467,3.120828136,2.1878,16500,14.16,680.79,1303,14.804,6122,4.471,0.996,Kepler-488 b
CP,290.83313,38.184349,2454966.839,17.27629668,3.94738,10500,7.31,19.88,538,14.018,4941,4.599,0.738,Kepler-489 b
CP,292.29459,40.591789,2455003.286,7.203855862,2.5418,1770,2.25,15.87,509,15.264,3834,4.708,0.539,Kepler-49 b
CP,292.29459,40.591789,2455002.852,10.91274065,2.1801,1390,2.13,9.12,443,15.264,3834,4.708,0.539,Kepler-49 c
CP,292.29459,40.591789,2455005.127,2.576571021,1.5997,853,1.57,62.42,717,15.264,3834,4.708,0.539,Kepler-49 d
CP,292.29459,40.591789,2454974.263,18.59611518,2.3052,814,1.53,4.48,371,15.264,3834,4.708,0.539,Kepler-49 e
CP,295.02567,46.956001,2454970.482,3.268695042,3.45188,10100,16.91,1539,1597,14.879,5927,4.046,1.691,Kepler-490 b
CP,287.13058,42.350151,2454970.561,4.225384543,2.82038,7560,9,360.46,1111,14.014,5574,4.403,1.054,Kepler-491 b
CP,295.49667,42.537891,2454975.174,11.720124,3.0039,9760,7.94,44.89,660,14.518,5215,4.564,0.77,Kepler-492 b
CP,295.30753,38.881641,2454967.71,3.003879547,3.2848,8540,10.96,1011.87,1438,14.996,6311,4.398,1.172,Kepler-493 b
CP,297.21408,41.66404,2454965.469,8.025118521,5.3694,3120,7.79,336.73,1093,14.153,6002,4.196,1.369,Kepler-494 b
CP,285.93069,39.098141,2454965.443,3.413036353,2.61366,3870,6.62,490.24,1200,14.622,5392,4.314,1.087,Kepler-495 b
CP,285.93069,39.098141,2454967.03,5.89661966,3.154,144,1.28,237.1,1000,14.622,5392,4.314,1.087,Kepler-495 c
CP,291.6409,41.241039,2454971.108,8.30865307,3.2747,836,2.42,73.53,747,14.817,5022,4.485,0.849,Kepler-496 b
CP,290.76587,38.927959,2454967.934,3.573202801,2.88,2980,5.81,507.91,1210,14.72,5646,4.37,1.08,Kepler-497 b
CP,290.35815,44.518749,2454965.186,9.61375316,4.654,798,3.27,177.26,931,14.283,5997,4.364,1.11,Kepler-498 b
CP,295.10995,43.915211,2454966.818,5.63252508,2.1448,634,2.04,119.75,844,14.353,5216,4.58,0.804,Kepler-499 b
CP,299.40701,44.035053,2454955.901,3.548465446,4.56904,7250,14.92,1708.28,1640,13.369,6290,4.074,1.746,Kepler-5 b
CP,288.10086,50.033718,2455005.614,7.81285862,4.098,117,1.68,483.06,1196,10.421,6237,4.136,1.543,Kepler-50 b
CP,288.10086,50.033718,2454969.953,9.37663713,2.1033,118,1.89,379.3,1125,10.421,6237,4.136,1.543,Kepler-50 c
CP,295.95135,43.852051,2454967.786,8.508333104,3.4559,647,2.6,161.66,909,14.176,5767,4.396,1.03,Kepler-500 b
CP,297.20154,41.730209,2454971.556,5.640676975,2.8354,1450,4.59,379.36,1125,14.762,5794,4.282,1.216,Kepler-501 b
CP,297.20154,41.730209,2454965.993,3.62275506,2.7868,181,1.62,683.84,1304,14.762,5794,4.282,1.216,Kepler-501 c
CP,291.08014,43.860199,2454971.615,4.286866229,4.4726,1320,4.14,517.66,1217,14.982,6228,4.441,1.049,Kepler-502 b
CP,284.92184,45.972401,2455008.757,9.549277089,1.5832,1830,1.57,4.62,374,14.486,3547,4.899,0.369,Kepler-504 b
CP,287.85812,42.542629,2455022.825,27.52194772,4.047,2310,2.47,2.28,314,15.108,3780,4.746,0.511,Kepler-505 b
CP,284.63519,40.71983,2455005.662,6.88341278,2.0674,487,2.63,321.63,1080,10.868,6139,4.359,1.193,Kepler-506 b
CP,297.01883,50.408981,2455002.743,3.568099612,3.2131,98.4,1.36,926.89,1407,11.994,6007,4.232,1.334,Kepler-507 b
CP,295.40433,42.981422,2455004.506,25.30893566,5.7704,154,1.77,60.2,710,11.472,5949,4.272,1.292,Kepler-508 b
CP,289.6644,48.706211,2455043.399,41.74598855,4.6125,422,2.4,27.58,584,11.854,5978,4.316,1.171,Kepler-509 b
CP,296.47977,49.937679,2454992.105,45.15535633,5.7845,6210,7.65,17.68,523,14.669,6046,4.486,0.972,Kepler-51 b
CP,296.47977,49.937679,2455128.316,85.3162004,2.7441,1900,6.34,7.57,423,14.669,6046,4.486,0.972,Kepler-51 c
CP,296.47977,49.937679,2455045.033,130.1780296,8.4534,11600,10.44,4.31,367,14.669,6046,4.486,0.972,Kepler-51 d
CP,287.655,39.244289,2455022.044,19.55662003,8.087,299,2.45,95.35,797,11.947,5671,4.094,1.36,Kepler-510 b
CP,282.94565,47.574905,2455236.672,296.6375817,16.425,2760,7.56,2.88,332,12.747,5866,4.117,1.417,Kepler-511 b
CP,282.94565,47.574905,2455024.996,26.62941953,7.8709,493,3.13,71.75,742,12.747,5866,4.117,1.417,Kepler-511 c
CP,298.26895,48.91674,2455026.038,34.4359387,5.82,425,2.78,42.68,652,12.674,5929,4.243,1.363,Kepler-512 b
CP,285.04169,50.075378,2455011.485,28.86236571,5.4033,449,2.53,35.56,623,12.935,5725,4.326,1.088,Kepler-513 b
CP,286.24719,50.242409,2455005.279,5.65178922,3.0933,134,2.03,574.71,1248,12.182,6085,4.218,1.463,Kepler-514 b
CP,290.49426,52.055519,2455011.308,19.96367208,2.6403,271,1.5,23.88,564,12.713,5250,4.541,0.79,Kepler-515 b
CP,295.6088,38.735741,2455007,24.85466504,9.182,776,7.61,339.33,1095,12.059,6967,3.864,2.527,Kepler-516 b
CP,293.67532,41.295361,2455006.372,60.92818866,6.3336,756,2.78,11.28,467,12.193,5638,4.359,1.023,Kepler-517 b
CP,287.08997,41.373878,2455007.91,8.512037736,2.1861,598,2.14,117.11,839,12.549,5767,4.538,0.881,Kepler-518 b
CP,299.31955,41.38464,2455011.366,24.30784323,2.6054,677,2.14,18.87,532,12.63,5313,4.571,0.82,Kepler-519 b
CP,286.73804,49.97575,2455009.376,7.8774163,2.0805,1310,2.16,22.18,553,15.095,4126,4.661,0.615,Kepler-52 b
CP,286.73804,49.97575,2455005.728,16.38489988,3.0249,1130,2,8.35,433,15.095,4126,4.661,0.615,Kepler-52 c
CP,286.73804,49.97575,2454984.601,36.4454001,4.007,1120,1.99,2.88,332,15.095,4126,4.661,0.615,Kepler-52 d
CP,293.18033,41.61776,2455009.271,19.67409703,3.7535,205,1.78,60.37,711,12.797,6023,4.423,1.031,Kepler-520 b
CP,293.18033,41.61776,2454964.538,5.21104597,3.3447,103,1.18,354.82,1107,12.797,6023,4.423,1.031,Kepler-520 c
CP,298.81638,43.998039,2455039.36,22.20809549,7.3327,463,3.02,98.36,803,12.885,6336,4.266,1.403,Kepler-521 b
CP,288.15399,44.068821,2455007.849,38.5833679,12.391,1390,8.56,79.08,761,12.211,6273,4.04,1.927,Kepler-522 b
CP,284.06113,45.506851,2455002.874,5.83599485,2.062,553,1.92,144.5,884,12.465,5423,4.542,0.828,Kepler-523 b
CP,296.85922,49.162048,2455007.527,7.97420583,5.3503,293,1.85,212.75,974,13.928,5973,4.386,1.081,Kepler-524 b
CP,296.85922,49.162048,2454965.095,1.88899036,3.486,59,0.83,1449.92,1574,13.928,5973,4.386,1.081,Kepler-524 c
CP,296.18344,47.358761,2455003.832,18.68405716,6.9329,382,3.64,113.34,832,13.497,5548,4.038,1.614,Kepler-525 b
CP,297.65094,47.39629,2455005.089,5.45849914,4.0448,256,1.91,344.32,1099,13.046,5914,4.396,1.135,Kepler-526 b
CP,290.95792,47.406281,2455002.861,13.28536452,6.283,378,4.03,423.65,1157,13.39,6534,3.973,1.9,Kepler-527 b
CP,295.68481,47.748081,2455010.72,19.7830259,5.4898,373,2.1,59.39,708,13.936,5747,4.335,1.099,Kepler-528 b
CP,285.88837,47.880379,2455003.14,1.980356674,2.4743,272,2.1,1808.41,1662,13.763,6078,4.29,1.189,Kepler-529 b
CP,285.88837,47.880379,2454971.326,12.8344771,3.846,281,2.55,149.42,891,13.763,6078,4.29,1.189,Kepler-529 c
CP,285.88837,47.880379,2454968.924,35.8656484,8.035,251,2.44,37.92,633,13.763,6078,4.29,1.189,Kepler-529 d
CP,290.46176,40.562462,2455007.771,18.64932728,4.4056,894,3.12,57.13,701,15.386,5775,4.405,1.053,Kepler-53 b
CP,290.46176,40.562462,2454996.851,38.5576546,5.794,993,4.02,21.71,550,15.386,5775,4.405,1.053,Kepler-53 c
CP,290.46176,40.562462,2454971.786,9.75192101,4.793,418,2.76,135.66,870,15.386,5775,4.405,1.053,Kepler-53 d
CP,283.34027,48.549042,2455004.335,39.30944096,5.77,1130,2.87,13.46,488,13.4,5607,4.536,0.863,Kepler-530 b
CP,286.52481,48.683601,2455006.194,29.88487723,4.5612,1280,2.81,9.95,453,13.34,4883,4.549,0.749,Kepler-531 b
CP,298.66092,48.606369,2455003.787,12.92489803,2.6811,959,2.62,34.95,620,13.524,5103,4.584,0.768,Kepler-532 b
CP,293.68573,48.825142,2455020.364,28.51117639,4.5941,1840,3.27,7.55,423,13.933,4687,4.627,0.69,Kepler-533 b
CP,296.41855,49.5401,2455004.521,15.95995611,4.3149,523,2.27,63.95,721,13.235,5936,4.501,0.965,Kepler-534 b
CP,296.41855,49.5401,2454968.823,7.37867551,3.349,125,1.11,178.68,933,13.235,5936,4.501,0.965,Kepler-534 c
CP,296.56662,49.696251,2455005.901,4.903321801,2.8887,335,2.37,570.65,1247,13.174,6045,4.276,1.298,Kepler-535 b
CP,297.73639,49.63715,2455003.526,1.82708193,1.96401,1160,5.95,2925.17,1877,13.807,5311,3.864,1.769,Kepler-536 b
CP,289.88065,51.277081,2455004.278,3.247548814,2.5146,210,1.41,460.67,1181,13.1,5703,4.498,0.975,Kepler-537 b
CP,297.48691,49.623451,2455044.679,81.737872,6.6923,629,2.16,5.2,385,11.195,5559,4.502,0.873,Kepler-538 b
CP,299.12244,41.86676,2455086.351,125.6291479,9.108,7840,10.02,5.35,388,12.391,5819,4.334,1.111,Kepler-539 b
CP,294.77393,43.056301,2455003.207,8.01078456,2.312,1330,1.72,9.9,453,15.847,3713,4.779,0.47,Kepler-54 b
CP,294.77393,43.056301,2454976.459,12.07134205,4.3224,759,1.29,5.74,395,15.847,3713,4.779,0.47,Kepler-54 c
CP,294.77393,43.056301,2454985.316,20.99587872,2.6333,767,1.3,2.74,328,15.847,3713,4.779,0.47,Kepler-54 d
CP,290.62524,44.873959,2455069.926,172.7046083,11.347,659,2.85,3.77,355,12.209,5851,4.302,1.116,Kepler-540 b
CP,294.14966,38.458271,2455007.429,5.0800579,5.207,223,3.95,1851.94,1673,13.281,6049,3.769,2.52,Kepler-541 b
CP,292.21509,38.548592,2455007.847,13.14496741,3.6399,301,1.59,56.15,698,13.435,5411,4.477,0.888,Kepler-542 b
CP,287.21872,38.862522,2455015.864,13.89963233,3.5791,1120,2.46,17.37,521,13.577,4538,4.607,0.663,Kepler-543 b
CP,294.02911,39.051849,2455009.25,21.41624083,7.081,315,2.09,74.2,748,13.542,6156,4.331,1.18,Kepler-544 b
CP,290.56631,40.692039,2455012.522,13.24931848,4.4859,648,2.86,99.54,806,14.15,5799,4.361,1.078,Kepler-545 b
CP,283.2576,40.990501,2455003.326,4.147021189,2.8997,3680,7.31,590.84,1258,14.288,5818,4.266,1.205,Kepler-546 b
CP,286.11868,44.34528,2455007.085,6.010383339,2.1939,2650,3.8,82.31,768,14.247,4882,4.558,0.738,Kepler-547 b
CP,299.90591,45.439678,2455005.82,4.454194254,2.3061,16000,11.76,252.22,1017,14.995,5359,4.425,0.915,Kepler-548 b
CP,283.0228,47.261131,2454986.738,42.949522,5.4154,959,2.98,13.29,487,14.621,5312,4.384,0.986,Kepler-549 b
CP,283.0228,47.261131,2455078.652,117.033521,6.822,770,2.68,3.49,349,14.621,5312,4.384,0.986,Kepler-549 c
CP,283.0228,47.261131,2455024.741,24.61480613,2.6602,1800,4.2,27.93,586,14.621,5312,4.384,0.986,Kepler-549 d
CP,285.16833,44.026459,2455011.738,27.9541337,3.95,943,1.9,6.04,400,15.791,4500,4.656,0.646,Kepler-55 b
CP,285.16833,44.026459,2454972.06,42.1406089,5.083,896,1.85,3.49,349,15.791,4500,4.656,0.646,Kepler-55 c
CP,285.16833,44.026459,2455003.15,2.211116989,1.6485,724,1.85,177.19,931,15.791,4500,4.656,0.646,Kepler-55 d
CP,285.16833,44.026459,2454968.049,4.617490562,2.2618,576,1.62,66.47,728,15.791,4500,4.656,0.646,Kepler-55 e
CP,285.16833,44.026459,2454970.921,10.19849255,2.4283,634,1.75,23.11,559,15.791,4500,4.656,0.646,Kepler-55 f
CP,297.70023,47.86375,2455005.529,8.600099313,4.0077,2790,4.17,78.72,760,14.486,5246,4.501,0.805,Kepler-550 b
CP,285.48505,48.054321,2455012.405,12.37646897,2.7075,1710,2.53,12.87,483,14.897,4200,4.664,0.607,Kepler-551 b
CP,290.74768,48.242008,2455007.351,5.263415218,2.1446,1030,3.77,349.4,1103,14.279,6099,4.456,1.028,Kepler-552 b
CP,298.55084,48.332451,2455004.092,4.030466786,2.7734,2910,4.48,209.11,970,14.924,5234,4.542,0.854,Kepler-553 b
CP,298.55084,48.332451,2455032.203,328.240201,12.2726,13900,10.99,0.59,224,14.924,5234,4.542,0.854,Kepler-553 c
CP,296.40686,51.35815,2455003.45,1.902208647,2.19877,2340,4.45,778.26,1346,14.313,5400,4.463,0.937,Kepler-554 b
CP,285.51685,38.9324,2455013.043,16.21774917,4.9274,758,2.22,45.87,664,14.2,5837,4.577,0.798,Kepler-555 b
CP,290.52942,38.942661,2455010.32,11.72291212,4.2064,492,2.08,81.46,766,14.112,5550,4.431,0.953,Kepler-556 b
CP,293.70847,41.615131,2455002.943,3.705991661,5.1658,501,2.43,637.42,1281,14.641,6187,4.409,1.034,Kepler-557 b
CP,284.65787,42.652679,2455003.553,29.00789166,5.0274,906,2.64,14.59,498,14.805,5295,4.566,0.801,Kepler-558 b
CP,296.63684,43.802792,2455009.077,17.58751692,4.3773,1380,4.03,58.6,706,14.743,5433,4.302,1.107,Kepler-559 b
CP,293.75836,41.871868,2454968.648,10.5007712,14.522,183,5.68,852.28,1378,12.44,4838,3.299,4.361,Kepler-56 b
CP,293.75836,41.871868,2454980.09,21.4054422,11.721,409,11.64,330,1087,12.44,4838,3.299,4.361,Kepler-56 c
CP,300.20609,45.018139,2455018.269,18.47762694,1.94,2600,1.55,1.21,267,14.708,3395,4.97,0.283,Kepler-560 b
CP,293.7471,45.10722,2455029.555,58.36205791,6.3363,5370,7.02,9.33,446,14.361,5592,4.467,0.953,Kepler-561 b
CP,293.7471,45.10722,2455028.761,5.350156114,2.2647,765,2.6,226.02,989,14.361,5592,4.467,0.953,Kepler-561 c
CP,290.11963,46.273811,2455015.441,18.00932214,4.9611,3000,4.96,44.29,658,14.794,5815,4.54,0.877,Kepler-562 b
CP,292.44626,46.289768,2455007.597,22.18431824,3.0397,1590,3.18,21.06,546,14.767,5157,4.5,0.818,Kepler-563 b
CP,296.83838,46.6264,2455004.152,3.750832927,1.9457,2400,4.61,383.77,1129,14.749,5776,4.512,0.95,Kepler-564 b
CP,283.61795,47.196678,2455006.563,4.243748097,3.3603,1410,3.16,301.46,1063,15,5873,4.554,0.843,Kepler-565 b
CP,291.5545,47.81448,2455011.44,18.42794957,2.9264,707,2.24,18.05,526,14.958,4768,4.536,0.779,Kepler-566 b
CP,297.67261,48.302311,2455002.65,16.54295261,3.8516,726,2.31,32.94,611,14.687,5215,4.518,0.867,Kepler-567 b
CP,298.10571,48.40115,2455004.115,11.0234748,1.4814,1800,2.46,8.04,429,14.273,3744,4.718,0.537,Kepler-568 b
CP,283.50726,48.552601,2455026.389,34.18884323,5.3278,1060,2.97,18.05,526,14.106,5515,4.453,0.925,Kepler-569 b
CP,293.6413,44.65704,2454971.56,5.729317577,1.1816,865,2.41,123.03,850,14.809,5320,4.589,0.786,Kepler-57 b
CP,293.6413,44.65704,2454966.993,11.60908533,2.2603,489,1.71,48.06,671,14.809,5320,4.589,0.786,Kepler-57 c
CP,290.43759,48.791882,2455005.311,4.30165843,2.1055,739,2.42,244.48,1009,14.332,5480,4.509,0.865,Kepler-570 b
CP,286.55103,49.418739,2455006.257,4.79860021,3.0384,817,2.51,216.54,978,14.675,5631,4.557,0.847,Kepler-571 b
CP,291.2211,50.581299,2455008.059,17.20522898,3.6688,1080,2.22,22.05,553,14.472,5211,4.643,0.689,Kepler-572 b
CP,289.52115,51.237309,2455002.496,22.18332255,5.1364,748,2.78,41.24,646,14.118,5565,4.361,1.03,Kepler-573 b
CP,290.24704,52.149132,2455006.04,7.65880048,3.0427,668,2.19,128.18,858,14.528,5657,4.508,0.855,Kepler-574 b
CP,286.9639,37.829708,2455009.452,9.3789167,3.3427,564,2.03,98.22,803,14.72,5684,4.493,0.808,Kepler-575 b
CP,295.18292,38.654228,2455027.711,29.9111886,6.6436,942,2.9,20.31,541,14.424,5275,4.397,0.969,Kepler-576 b
CP,294.71194,39.073761,2455021.789,25.69581456,4.0251,1130,1.7,2.3,314,14.885,3787,4.775,0.477,Kepler-577 b
CP,288.75494,39.563648,2455002.804,1.616883373,1.6325,437,4.47,2342.49,1774,14.411,4868,3.902,1.816,Kepler-578 b
CP,295.00204,39.95293,2455007.535,9.66857386,2.4656,412,1.9,67.06,730,14.272,5288,4.541,0.836,Kepler-579 b
CP,296.35867,39.115189,2454969.862,10.21864532,3.802,445,2.33,169.13,920,14.82,6100,4.376,1.083,Kepler-58 b
CP,296.35867,39.115189,2454965.443,15.573637,5.326,468,2.94,96.38,799,14.82,6100,4.376,1.083,Kepler-58 c
CP,296.35867,39.115189,2454965.712,40.1015561,5.246,550,2.92,27.31,583,14.82,6100,4.376,1.083,Kepler-58 d
CP,296.35867,39.115189,2454967.397,4.45814897,2.867,188,1.61,511.6,1212,14.82,6100,4.376,1.083,Kepler-58 e
CP,283.49982,40.552799,2455005.957,8.22241355,2.71,1470,2.28,22.86,558,15,4213,4.658,0.615,Kepler-580 b
CP,295.4328,40.648239,2455032.257,40.606895,5.756,658,2.67,17.4,521,14.56,5538,4.384,1.027,Kepler-581 b
CP,297.50369,41.057018,2455006.498,18.49234792,3.4744,1660,3.34,31.27,603,14.915,5289,4.477,0.838,Kepler-582 b
CP,282.11133,42.3545,2455005.916,6.51003001,3.3095,603,2.78,253.24,1017,14.825,5638,4.327,1.153,Kepler-583 b
CP,288.23059,42.41362,2455003.1,35.18105723,7.545,988,4.17,45.89,664,14.856,6520,4.375,1.215,Kepler-584 b
CP,286.5285,43.873402,2455004.26,2.752359689,2.0722,792,2.54,455.43,1178,14.034,5461,4.499,0.897,Kepler-585 b
CP,293.05722,45.551189,2455004.044,2.104721971,1.7547,906,2.89,821.44,1365,14.427,5703,4.498,0.975,Kepler-586 b
CP,288.67068,47.399139,2455003.306,10.94026745,2.3494,539,2.08,80.52,764,14.909,5749,4.547,0.864,Kepler-587 b
CP,284.2572,47.68895,2455006.7,4.221626193,3.0619,658,2.87,453.2,1176,14.708,6123,4.472,0.987,Kepler-588 b
CP,280.64136,47.751942,2455004.694,16.54967098,4.3808,745,2.95,43.72,656,14.68,5372,4.434,0.916,Kepler-589 b
CP,280.64136,47.751942,2454964.64,3.52467888,2.484,130,1.46,344.61,1098,14.68,5372,4.434,0.916,Kepler-589 c
CP,287.03952,46.640129,2454970.721,11.8693144,4.653,102,1.09,131.58,864,14.307,6296,4.46,1.006,Kepler-59 b
CP,287.03952,46.640129,2454980.752,17.9776037,4.605,214,1.58,75.61,752,14.307,6296,4.46,1.006,Kepler-59 c
CP,296.38553,48.233452,2455004.182,5.852968845,4.5973,1150,3.46,293.93,1056,14.434,6050,4.45,1.013,Kepler-590 b
CP,286.02402,48.43177,2455011.587,81.1701587,8.358,1180,4.71,8.55,436,14.499,5460,4.263,1.165,Kepler-591 b
CP,285.79068,48.683262,2455003.788,2.820190603,2.554,468,2.53,824.92,1367,14.665,5831,4.359,1.121,Kepler-592 b
CP,294.95145,48.651192,2455004.649,21.21712312,5.89,636,2.97,58.63,706,14.56,6191,4.438,1.007,Kepler-593 b
CP,288.92157,49.762032,2455013.35,13.64617478,3.4098,633,2.06,49.89,678,14.748,5569,4.566,0.829,Kepler-594 b
CP,294.5704,50.673019,2455021.06,25.30291816,4.4903,2110,3.95,19.39,535,14.773,5121,4.457,0.888,Kepler-595 b
CP,294.5704,50.673019,2454965.818,12.3860474,2.604,151,1.11,50.23,679,14.773,5121,4.457,0.888,Kepler-595 c
CP,289.50067,51.68573,2455022.706,21.30020491,4.0852,660,2.99,65.37,725,14.02,6008,4.35,1.168,Kepler-596 b
CP,293.47012,39.252811,2455011.525,13.02363236,3.9734,607,2.3,71.85,743,14.07,5627,4.453,0.945,Kepler-597 b
CP,293.12341,40.934769,2455005.448,3.701765401,2.6061,288,1.63,286.23,1050,14.759,5252,4.442,0.898,Kepler-598 b
CP,293.12341,40.934769,2455014.89,86.4943704,7.471,995,3.07,4.29,367,14.759,5252,4.442,0.898,Kepler-598 c
CP,285.9115,41.069439,2455003.784,15.65563866,3.9305,956,2.55,35.62,623,14.97,5185,4.484,0.837,Kepler-599 b
CP,296.83725,48.239944,2454954.487,3.234699282,3.59385,10600,13.06,797.62,1356,13.303,5640,4.236,1.291,Kepler-6 b
